project	path	sha256	toolchain	verdict	declared_sorries	actual_sorries	declarations	expected_decls	scope	note
-	?geometry__Orthogenesis__Architecture__SeismicLattice	-	-	PASS	-	0	17	-	targeted	no path in order.txt
